date;class;focuses;uf
2022/09;Fogo em áreas de desmatamento consolidado;1658;RONDÔNIA
2022/09;Fogo em áreas de desmatamento consolidado;24;RORAIMA
2022/09;Fogo em áreas de desmatamento consolidado;55;TOCANTINS
2022/09;Fogo em áreas de desmatamento recente;4010;ACRE
2022/09;Fogo em áreas de desmatamento recente;17;AMAPÁ
2022/09;Fogo em áreas de desmatamento recente;4952;AMAZONAS
2022/09;Fogo em áreas de desmatamento recente;105;MARANHÃO
2022/09;Fogo em áreas de desmatamento recente;2982;MATO GROSSO
2022/09;Fogo em áreas de desmatamento recente;5653;PARÁ
2022/09;Fogo em áreas de desmatamento recente;3209;RONDÔNIA
2022/09;Fogo em áreas de desmatamento recente;47;RORAIMA
2022/09;Fogo em áreas de desmatamento recente;16;TOCANTINS
2022/09;Fogo em outras áreas;14;AMAZONAS
2022/09;Fogo em outras áreas;13;MARANHÃO
2022/09;Fogo em outras áreas;2;PARÁ
2022/09;Fogo em outras áreas;2;RONDÔNIA
2022/09;Fogo em áreas de vegetação nativa;716;ACRE
2022/09;Fogo em áreas de vegetação nativa;109;AMAPÁ
2022/09;Fogo em áreas de vegetação nativa;834;AMAZONAS
2022/09;Fogo em áreas de vegetação nativa;19;MARANHÃO
2022/09;Fogo em áreas de vegetação nativa;1429;MATO GROSSO
2022/09;Fogo em áreas de vegetação nativa;1209;PARÁ
2022/09;Fogo em áreas de vegetação nativa;462;RONDÔNIA
2022/09;Fogo em áreas de vegetação nativa;21;RORAIMA
2022/09;Fogo em áreas de vegetação nativa;4;TOCANTINS
2022/10;Fogo em áreas de desmatamento consolidado;374;ACRE
2022/10;Fogo em áreas de desmatamento consolidado;287;AMAPÁ
2022/10;Fogo em áreas de desmatamento consolidado;604;AMAZONAS
2022/10;Fogo em áreas de desmatamento consolidado;1054;MARANHÃO
2022/10;Fogo em áreas de desmatamento consolidado;572;MATO GROSSO
2022/10;Fogo em áreas de desmatamento consolidado;3857;PARÁ
2022/10;Fogo em áreas de desmatamento consolidado;339;RONDÔNIA
2022/10;Fogo em áreas de desmatamento consolidado;41;RORAIMA
2022/10;Fogo em áreas de desmatamento consolidado;83;TOCANTINS
2022/10;Fogo em áreas de desmatamento recente;662;ACRE
2022/10;Fogo em áreas de desmatamento recente;57;AMAPÁ
2022/10;Fogo em áreas de desmatamento recente;717;AMAZONAS
2022/10;Fogo em áreas de desmatamento recente;142;MARANHÃO
2022/10;Fogo em áreas de desmatamento recente;324;MATO GROSSO
2022/10;Fogo em áreas de desmatamento recente;2993;PARÁ
2022/10;Fogo em áreas de desmatamento recente;366;RONDÔNIA
2022/10;Fogo em áreas de desmatamento recente;58;RORAIMA
2022/10;Fogo em áreas de desmatamento recente;7;TOCANTINS
2022/10;Fogo em outras áreas;6;AMAZONAS
2022/10;Fogo em outras áreas;6;MARANHÃO
2022/10;Fogo em outras áreas;2;PARÁ
2022/10;Fogo em outras áreas;3;RONDÔNIA
2022/10;Fogo em áreas de vegetação nativa;91;ACRE
2022/10;Fogo em áreas de vegetação nativa;266;AMAPÁ
2022/10;Fogo em áreas de vegetação nativa;176;AMAZONAS
2022/10;Fogo em áreas de vegetação nativa;28;MARANHÃO
2022/10;Fogo em áreas de vegetação nativa;82;MATO GROSSO
2022/10;Fogo em áreas de vegetação nativa;572;PARÁ
2022/10;Fogo em áreas de vegetação nativa;108;RONDÔNIA
2022/10;Fogo em áreas de vegetação nativa;18;RORAIMA
2022/11;Fogo em áreas de desmatamento consolidado;288;ACRE
2022/11;Fogo em áreas de desmatamento consolidado;65;AMAPÁ
2022/11;Fogo em áreas de desmatamento consolidado;364;AMAZONAS
2022/11;Fogo em áreas de desmatamento consolidado;1256;MARANHÃO
2022/11;Fogo em áreas de desmatamento consolidado;700;MATO GROSSO
2022/11;Fogo em áreas de desmatamento consolidado;3002;PARÁ
2022/11;Fogo em áreas de desmatamento consolidado;854;RONDÔNIA
2022/11;Fogo em áreas de desmatamento consolidado;36;RORAIMA
2022/11;Fogo em áreas de desmatamento consolidado;45;TOCANTINS
2022/11;Fogo em áreas de desmatamento recente;559;ACRE
2022/11;Fogo em áreas de desmatamento recente;5;AMAPÁ
2022/11;Fogo em áreas de desmatamento recente;499;AMAZONAS
2022/11;Fogo em áreas de desmatamento recente;95;MARANHÃO
2022/11;Fogo em áreas de desmatamento recente;475;MATO GROSSO
2022/11;Fogo em áreas de desmatamento recente;1251;PARÁ
2022/11;Fogo em áreas de desmatamento recente;818;RONDÔNIA
2022/11;Fogo em áreas de desmatamento recente;55;RORAIMA
2022/11;Fogo em áreas de desmatamento recente;5;TOCANTINS
2022/11;Fogo em outras áreas;4;AMAZONAS
2022/11;Fogo em outras áreas;12;MARANHÃO
2022/11;Fogo em outras áreas;1;RONDÔNIA
2022/11;Fogo em áreas de vegetação nativa;76;ACRE
2022/11;Fogo em áreas de vegetação nativa;47;AMAPÁ
2022/11;Fogo em áreas de vegetação nativa;94;AMAZONAS
2022/11;Fogo em áreas de vegetação nativa;25;MARANHÃO
2022/11;Fogo em áreas de vegetação nativa;150;MATO GROSSO
2022/11;Fogo em áreas de vegetação nativa;238;PARÁ
2022/11;Fogo em áreas de vegetação nativa;76;RONDÔNIA
2022/11;Fogo em áreas de vegetação nativa;37;RORAIMA
2022/12;Fogo em áreas de desmatamento consolidado;4;ACRE
2022/12;Fogo em áreas de desmatamento consolidado;4;AMAPÁ
2022/12;Fogo em áreas de desmatamento consolidado;92;AMAZONAS
2022/12;Fogo em áreas de desmatamento consolidado;531;MARANHÃO
2022/12;Fogo em áreas de desmatamento consolidado;117;MATO GROSSO
2022/12;Fogo em áreas de desmatamento consolidado;998;PARÁ
2022/12;Fogo em áreas de desmatamento consolidado;36;RONDÔNIA
2022/12;Fogo em áreas de desmatamento consolidado;45;RORAIMA
2022/12;Fogo em áreas de desmatamento consolidado;20;TOCANTINS
2022/12;Fogo em áreas de desmatamento recente;5;ACRE
2022/12;Fogo em áreas de desmatamento recente;60;AMAZONAS
2022/12;Fogo em áreas de desmatamento recente;56;MARANHÃO
2022/12;Fogo em áreas de desmatamento recente;77;MATO GROSSO
2022/12;Fogo em áreas de desmatamento recente;424;PARÁ
2022/12;Fogo em áreas de desmatamento recente;32;RONDÔNIA
2022/12;Fogo em áreas de desmatamento recente;56;RORAIMA
2022/12;Fogo em áreas de desmatamento recente;1;TOCANTINS
2022/12;Fogo em outras áreas;3;AMAZONAS
2022/12;Fogo em outras áreas;10;MARANHÃO
2022/12;Fogo em áreas de vegetação nativa;2;AMAPÁ
2022/12;Fogo em áreas de vegetação nativa;27;AMAZONAS
2022/12;Fogo em áreas de vegetação nativa;24;MARANHÃO
2022/12;Fogo em áreas de vegetação nativa;3;MATO GROSSO
2022/12;Fogo em áreas de vegetação nativa;50;PARÁ
2022/12;Fogo em áreas de vegetação nativa;2;RONDÔNIA
2022/12;Fogo em áreas de vegetação nativa;105;RORAIMA
2021/01;Fogo em áreas de desmatamento consolidado;1;ACRE
2021/01;Fogo em áreas de desmatamento consolidado;17;AMAZONAS
2021/01;Fogo em áreas de desmatamento consolidado;77;MARANHÃO
2021/01;Fogo em áreas de desmatamento consolidado;245;MATO GROSSO
2021/01;Fogo em áreas de desmatamento consolidado;161;PARÁ
2021/01;Fogo em áreas de desmatamento consolidado;25;RONDÔNIA
2021/01;Fogo em áreas de desmatamento consolidado;9;RORAIMA
2021/01;Fogo em áreas de desmatamento consolidado;2;TOCANTINS
2021/01;Fogo em áreas de desmatamento recente;4;ACRE
2021/01;Fogo em áreas de desmatamento recente;16;AMAZONAS
2021/01;Fogo em áreas de desmatamento recente;9;MARANHÃO
2021/01;Fogo em áreas de desmatamento recente;77;MATO GROSSO
2021/01;Fogo em áreas de desmatamento recente;73;PARÁ
2021/01;Fogo em áreas de desmatamento recente;20;RONDÔNIA
2021/01;Fogo em áreas de desmatamento recente;9;RORAIMA
2021/01;Fogo em outras áreas;2;AMAZONAS
2021/01;Fogo em áreas de vegetação nativa;2;AMAZONAS
2021/01;Fogo em áreas de vegetação nativa;4;MARANHÃO
2021/01;Fogo em áreas de vegetação nativa;7;MATO GROSSO
2021/01;Fogo em áreas de vegetação nativa;10;PARÁ
2021/01;Fogo em áreas de vegetação nativa;2;RONDÔNIA
2021/01;Fogo em áreas de vegetação nativa;45;RORAIMA
2021/02;Fogo em áreas de desmatamento consolidado;17;AMAZONAS
2021/02;Fogo em áreas de desmatamento consolidado;37;MARANHÃO
2021/02;Fogo em áreas de desmatamento consolidado;361;MATO GROSSO
2021/02;Fogo em áreas de desmatamento consolidado;188;PARÁ
2021/02;Fogo em áreas de desmatamento consolidado;10;RONDÔNIA
2021/02;Fogo em áreas de desmatamento consolidado;23;RORAIMA
2021/02;Fogo em áreas de desmatamento recente;8;AMAZONAS
2021/02;Fogo em áreas de desmatamento recente;8;MARANHÃO
2021/02;Fogo em áreas de desmatamento recente;31;MATO GROSSO
2021/02;Fogo em áreas de desmatamento recente;74;PARÁ
2021/02;Fogo em áreas de desmatamento recente;4;RONDÔNIA
2021/02;Fogo em áreas de desmatamento recente;21;RORAIMA
2021/02;Fogo em outras áreas;1;AMAZONAS
2021/02;Fogo em áreas de vegetação nativa;1;AMAPÁ
2021/02;Fogo em áreas de vegetação nativa;5;AMAZONAS
2021/02;Fogo em áreas de vegetação nativa;8;PARÁ
2021/02;Fogo em áreas de vegetação nativa;93;RORAIMA
2021/03;Fogo em áreas de desmatamento consolidado;3;ACRE
2021/03;Fogo em áreas de desmatamento consolidado;12;AMAZONAS
2021/03;Fogo em áreas de desmatamento consolidado;4;MARANHÃO
2021/03;Fogo em áreas de desmatamento consolidado;366;MATO GROSSO
2021/03;Fogo em áreas de desmatamento consolidado;20;PARÁ
2021/03;Fogo em áreas de desmatamento consolidado;13;RONDÔNIA
2021/03;Fogo em áreas de desmatamento consolidado;69;RORAIMA
2021/03;Fogo em áreas de desmatamento consolidado;1;TOCANTINS
2021/03;Fogo em áreas de desmatamento recente;1;AMAZONAS
2021/03;Fogo em áreas de desmatamento recente;22;MATO GROSSO
2021/03;Fogo em áreas de desmatamento recente;6;PARÁ
2021/03;Fogo em áreas de desmatamento recente;6;RONDÔNIA
2021/03;Fogo em áreas de desmatamento recente;67;RORAIMA
2021/03;Fogo em áreas de desmatamento recente;1;TOCANTINS
2021/03;Fogo em áreas de vegetação nativa;1;AMAPÁ
2021/03;Fogo em áreas de vegetação nativa;3;AMAZONAS
2021/03;Fogo em áreas de vegetação nativa;1;MATO GROSSO
2021/03;Fogo em áreas de vegetação nativa;5;PARÁ
2021/03;Fogo em áreas de vegetação nativa;68;RORAIMA
2021/04;Fogo em áreas de desmatamento consolidado;3;ACRE
2021/04;Fogo em áreas de desmatamento consolidado;14;AMAZONAS
2021/04;Fogo em áreas de desmatamento consolidado;4;MARANHÃO
2021/04;Fogo em áreas de desmatamento consolidado;369;MATO GROSSO
2021/04;Fogo em áreas de desmatamento consolidado;46;PARÁ
2021/04;Fogo em áreas de desmatamento consolidado;14;RONDÔNIA
2021/04;Fogo em áreas de desmatamento consolidado;36;RORAIMA
2021/04;Fogo em áreas de desmatamento recente;4;ACRE
2021/04;Fogo em áreas de desmatamento recente;3;AMAZONAS
2021/04;Fogo em áreas de desmatamento recente;52;MATO GROSSO
2021/04;Fogo em áreas de desmatamento recente;4;PARÁ
2021/04;Fogo em áreas de desmatamento recente;1;RONDÔNIA
2021/04;Fogo em áreas de desmatamento recente;33;RORAIMA
2021/04;Fogo em áreas de vegetação nativa;1;AMAZONAS
2021/04;Fogo em áreas de vegetação nativa;1;MATO GROSSO
2021/04;Fogo em áreas de vegetação nativa;5;PARÁ
2021/04;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2021/04;Fogo em áreas de vegetação nativa;41;RORAIMA
2021/05;Fogo em áreas de desmatamento consolidado;13;ACRE
2021/05;Fogo em áreas de desmatamento consolidado;29;AMAZONAS
2021/05;Fogo em áreas de desmatamento consolidado;26;MARANHÃO
2021/05;Fogo em áreas de desmatamento consolidado;479;MATO GROSSO
2021/05;Fogo em áreas de desmatamento consolidado;133;PARÁ
2021/05;Fogo em áreas de desmatamento consolidado;55;RONDÔNIA
2021/05;Fogo em áreas de desmatamento consolidado;10;TOCANTINS
2021/05;Fogo em áreas de desmatamento recente;16;ACRE
2021/05;Fogo em áreas de desmatamento recente;5;AMAZONAS
2021/05;Fogo em áreas de desmatamento recente;6;MARANHÃO
2021/05;Fogo em áreas de desmatamento recente;287;MATO GROSSO
2021/05;Fogo em áreas de desmatamento recente;21;PARÁ
2021/05;Fogo em áreas de desmatamento recente;26;RONDÔNIA
2021/05;Fogo em áreas de desmatamento recente;3;TOCANTINS
2021/05;Fogo em outras áreas;1;MARANHÃO
2021/05;Fogo em áreas de vegetação nativa;1;ACRE
2021/05;Fogo em áreas de vegetação nativa;11;AMAZONAS
2021/05;Fogo em áreas de vegetação nativa;29;MATO GROSSO
2021/05;Fogo em áreas de vegetação nativa;4;PARÁ
2021/05;Fogo em áreas de vegetação nativa;8;RONDÔNIA
2021/05;Fogo em áreas de vegetação nativa;3;RORAIMA
2021/05;Fogo em áreas de vegetação nativa;1;TOCANTINS
2021/06;Fogo em áreas de desmatamento consolidado;21;ACRE
2021/06;Fogo em áreas de desmatamento consolidado;37;AMAZONAS
2021/06;Fogo em áreas de desmatamento consolidado;42;MARANHÃO
2021/06;Fogo em áreas de desmatamento consolidado;680;MATO GROSSO
2021/06;Fogo em áreas de desmatamento consolidado;295;PARÁ
2021/06;Fogo em áreas de desmatamento consolidado;83;RONDÔNIA
2021/06;Fogo em áreas de desmatamento consolidado;3;RORAIMA
2021/06;Fogo em áreas de desmatamento consolidado;33;TOCANTINS
2021/06;Fogo em áreas de desmatamento recente;26;ACRE
2021/06;Fogo em áreas de desmatamento recente;22;AMAZONAS
2021/06;Fogo em áreas de desmatamento recente;17;MARANHÃO
2021/06;Fogo em áreas de desmatamento recente;737;MATO GROSSO
2021/06;Fogo em áreas de desmatamento recente;62;PARÁ
2021/06;Fogo em áreas de desmatamento recente;47;RONDÔNIA
2021/06;Fogo em áreas de desmatamento recente;1;RORAIMA
2021/06;Fogo em áreas de vegetação nativa;3;ACRE
2021/06;Fogo em áreas de vegetação nativa;4;AMAPÁ
2021/06;Fogo em áreas de vegetação nativa;15;AMAZONAS
2021/06;Fogo em áreas de vegetação nativa;1;MARANHÃO
2021/06;Fogo em áreas de vegetação nativa;156;MATO GROSSO
2021/06;Fogo em áreas de vegetação nativa;27;PARÁ
2021/06;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2021/06;Fogo em áreas de vegetação nativa;7;RORAIMA
2021/07;Fogo em áreas de desmatamento consolidado;136;ACRE
2021/07;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2021/07;Fogo em áreas de desmatamento consolidado;381;AMAZONAS
2021/07;Fogo em áreas de desmatamento consolidado;84;MARANHÃO
2021/07;Fogo em áreas de desmatamento consolidado;400;MATO GROSSO
2021/07;Fogo em áreas de desmatamento consolidado;678;PARÁ
2021/07;Fogo em áreas de desmatamento consolidado;383;RONDÔNIA
2021/07;Fogo em áreas de desmatamento consolidado;1;RORAIMA
2021/07;Fogo em áreas de desmatamento consolidado;20;TOCANTINS
2021/07;Fogo em áreas de desmatamento recente;248;ACRE
2021/07;Fogo em áreas de desmatamento recente;1;AMAPÁ
2021/07;Fogo em áreas de desmatamento recente;647;AMAZONAS
2021/07;Fogo em áreas de desmatamento recente;32;MARANHÃO
2021/07;Fogo em áreas de desmatamento recente;500;MATO GROSSO
2021/07;Fogo em áreas de desmatamento recente;546;PARÁ
2021/07;Fogo em áreas de desmatamento recente;408;RONDÔNIA
2021/07;Fogo em outras áreas;1;AMAZONAS
2021/07;Fogo em outras áreas;2;MATO GROSSO
2021/07;Fogo em outras áreas;1;PARÁ
2021/07;Fogo em áreas de vegetação nativa;49;ACRE
2021/07;Fogo em áreas de vegetação nativa;3;AMAPÁ
2021/07;Fogo em áreas de vegetação nativa;144;AMAZONAS
2021/07;Fogo em áreas de vegetação nativa;1;MARANHÃO
2021/07;Fogo em áreas de vegetação nativa;157;MATO GROSSO
2021/07;Fogo em áreas de vegetação nativa;101;PARÁ
2021/07;Fogo em áreas de vegetação nativa;38;RONDÔNIA
2021/07;Fogo em áreas de vegetação nativa;4;RORAIMA
2021/08;Fogo em áreas de desmatamento consolidado;856;ACRE
2021/08;Fogo em áreas de desmatamento consolidado;7;AMAPÁ
2021/08;Fogo em áreas de desmatamento consolidado;2540;AMAZONAS
2021/08;Fogo em áreas de desmatamento consolidado;213;MARANHÃO
2021/08;Fogo em áreas de desmatamento consolidado;1315;MATO GROSSO
2021/08;Fogo em áreas de desmatamento consolidado;2648;PARÁ
2021/08;Fogo em áreas de desmatamento consolidado;988;RONDÔNIA
2021/08;Fogo em áreas de desmatamento consolidado;7;RORAIMA
2021/08;Fogo em áreas de desmatamento consolidado;36;TOCANTINS
2021/08;Fogo em áreas de desmatamento recente;1991;ACRE
2021/08;Fogo em áreas de desmatamento recente;1;AMAPÁ
2021/08;Fogo em áreas de desmatamento recente;5272;AMAZONAS
2021/08;Fogo em áreas de desmatamento recente;36;MARANHÃO
2021/08;Fogo em áreas de desmatamento recente;1893;MATO GROSSO
2021/08;Fogo em áreas de desmatamento recente;4562;PARÁ
2021/08;Fogo em áreas de desmatamento recente;3021;RONDÔNIA
2021/08;Fogo em áreas de desmatamento recente;9;RORAIMA
2021/08;Fogo em áreas de desmatamento recente;4;TOCANTINS
2021/08;Fogo em outras áreas;6;AMAZONAS
2021/08;Fogo em outras áreas;9;MARANHÃO
2021/08;Fogo em outras áreas;1;MATO GROSSO
2021/08;Fogo em áreas de vegetação nativa;338;ACRE
2021/08;Fogo em áreas de vegetação nativa;11;AMAPÁ
2021/08;Fogo em áreas de vegetação nativa;770;AMAZONAS
2021/08;Fogo em áreas de vegetação nativa;3;MARANHÃO
2021/08;Fogo em áreas de vegetação nativa;587;MATO GROSSO
2021/08;Fogo em áreas de vegetação nativa;571;PARÁ
2021/08;Fogo em áreas de vegetação nativa;284;RONDÔNIA
2021/08;Fogo em áreas de vegetação nativa;3;RORAIMA
2021/09;Fogo em áreas de desmatamento consolidado;1133;ACRE
2021/09;Fogo em áreas de desmatamento consolidado;50;AMAPÁ
2021/09;Fogo em áreas de desmatamento consolidado;997;AMAZONAS
2021/09;Fogo em áreas de desmatamento consolidado;270;MARANHÃO
2021/09;Fogo em áreas de desmatamento consolidado;1324;MATO GROSSO
2021/09;Fogo em áreas de desmatamento consolidado;1812;PARÁ
2021/09;Fogo em áreas de desmatamento consolidado;977;RONDÔNIA
2021/09;Fogo em áreas de desmatamento consolidado;17;RORAIMA
2021/09;Fogo em áreas de desmatamento consolidado;32;TOCANTINS
2021/09;Fogo em áreas de desmatamento recente;2456;ACRE
2021/09;Fogo em áreas de desmatamento recente;3;AMAPÁ
2021/09;Fogo em áreas de desmatamento recente;1528;AMAZONAS
2021/09;Fogo em áreas de desmatamento recente;43;MARANHÃO
2021/09;Fogo em áreas de desmatamento recente;1368;MATO GROSSO
2021/09;Fogo em áreas de desmatamento recente;1731;PARÁ
2021/09;Fogo em áreas de desmatamento recente;1545;RONDÔNIA
2021/09;Fogo em áreas de desmatamento recente;8;RORAIMA
2021/09;Fogo em áreas de desmatamento recente;2;TOCANTINS
2021/09;Fogo em outras áreas;1;ACRE
2021/09;Fogo em outras áreas;2;AMAZONAS
2021/09;Fogo em outras áreas;7;MARANHÃO
2021/09;Fogo em outras áreas;1;MATO GROSSO
2021/09;Fogo em áreas de vegetação nativa;391;ACRE
2021/09;Fogo em áreas de vegetação nativa;84;AMAPÁ
2021/09;Fogo em áreas de vegetação nativa;272;AMAZONAS
2021/09;Fogo em áreas de vegetação nativa;11;MARANHÃO
2021/09;Fogo em áreas de vegetação nativa;419;MATO GROSSO
2021/09;Fogo em áreas de vegetação nativa;232;PARÁ
2021/09;Fogo em áreas de vegetação nativa;110;RONDÔNIA
2021/09;Fogo em áreas de vegetação nativa;29;RORAIMA
2021/10;Fogo em áreas de desmatamento consolidado;354;ACRE
2021/10;Fogo em áreas de desmatamento consolidado;180;AMAPÁ
2021/10;Fogo em áreas de desmatamento consolidado;678;AMAZONAS
2021/10;Fogo em áreas de desmatamento consolidado;740;MARANHÃO
2021/10;Fogo em áreas de desmatamento consolidado;666;MATO GROSSO
2021/10;Fogo em áreas de desmatamento consolidado;2038;PARÁ
2021/10;Fogo em áreas de desmatamento consolidado;640;RONDÔNIA
2021/10;Fogo em áreas de desmatamento consolidado;25;RORAIMA
2021/10;Fogo em áreas de desmatamento consolidado;58;TOCANTINS
2021/10;Fogo em áreas de desmatamento recente;667;ACRE
2021/10;Fogo em áreas de desmatamento recente;40;AMAPÁ
2021/10;Fogo em áreas de desmatamento recente;896;AMAZONAS
2021/10;Fogo em áreas de desmatamento recente;142;MARANHÃO
2021/10;Fogo em áreas de desmatamento recente;390;MATO GROSSO
2021/10;Fogo em áreas de desmatamento recente;1893;PARÁ
2021/10;Fogo em áreas de desmatamento recente;893;RONDÔNIA
2021/10;Fogo em áreas de desmatamento recente;20;RORAIMA
2021/10;Fogo em áreas de desmatamento recente;7;TOCANTINS
2021/10;Fogo em outras áreas;2;AMAPÁ
2021/10;Fogo em outras áreas;3;AMAZONAS
2021/10;Fogo em outras áreas;7;MARANHÃO
2021/10;Fogo em outras áreas;1;PARÁ
2021/10;Fogo em áreas de vegetação nativa;97;ACRE
2021/10;Fogo em áreas de vegetação nativa;179;AMAPÁ
2021/10;Fogo em áreas de vegetação nativa;196;AMAZONAS
2021/10;Fogo em áreas de vegetação nativa;19;MARANHÃO
2021/10;Fogo em áreas de vegetação nativa;72;MATO GROSSO
2021/10;Fogo em áreas de vegetação nativa;317;PARÁ
2021/10;Fogo em áreas de vegetação nativa;225;RONDÔNIA
2021/10;Fogo em áreas de vegetação nativa;80;RORAIMA
2021/10;Fogo em áreas de vegetação nativa;1;TOCANTINS
2021/11;Fogo em áreas de desmatamento consolidado;5;ACRE
2021/11;Fogo em áreas de desmatamento consolidado;56;AMAPÁ
2021/11;Fogo em áreas de desmatamento consolidado;138;AMAZONAS
2021/11;Fogo em áreas de desmatamento consolidado;1038;MARANHÃO
2021/11;Fogo em áreas de desmatamento consolidado;171;MATO GROSSO
2021/11;Fogo em áreas de desmatamento consolidado;2236;PARÁ
2021/11;Fogo em áreas de desmatamento consolidado;66;RONDÔNIA
2021/11;Fogo em áreas de desmatamento consolidado;27;RORAIMA
2021/11;Fogo em áreas de desmatamento consolidado;25;TOCANTINS
2021/11;Fogo em áreas de desmatamento recente;8;ACRE
2021/11;Fogo em áreas de desmatamento recente;10;AMAPÁ
2021/11;Fogo em áreas de desmatamento recente;90;AMAZONAS
2021/11;Fogo em áreas de desmatamento recente;96;MARANHÃO
2021/11;Fogo em áreas de desmatamento recente;71;MATO GROSSO
2021/11;Fogo em áreas de desmatamento recente;1241;PARÁ
2021/11;Fogo em áreas de desmatamento recente;53;RONDÔNIA
2021/11;Fogo em áreas de desmatamento recente;43;RORAIMA
2021/11;Fogo em áreas de desmatamento recente;3;TOCANTINS
2021/11;Fogo em outras áreas;3;AMAZONAS
2021/11;Fogo em outras áreas;33;MARANHÃO
2021/11;Fogo em áreas de vegetação nativa;1;ACRE
2021/11;Fogo em áreas de vegetação nativa;37;AMAPÁ
2021/11;Fogo em áreas de vegetação nativa;17;AMAZONAS
2021/11;Fogo em áreas de vegetação nativa;25;MARANHÃO
2021/11;Fogo em áreas de vegetação nativa;15;MATO GROSSO
2021/11;Fogo em áreas de vegetação nativa;171;PARÁ
2021/11;Fogo em áreas de vegetação nativa;6;RONDÔNIA
2021/11;Fogo em áreas de vegetação nativa;104;RORAIMA
2021/12;Fogo em áreas de desmatamento consolidado;1;ACRE
2021/12;Fogo em áreas de desmatamento consolidado;4;AMAPÁ
2021/12;Fogo em áreas de desmatamento consolidado;27;AMAZONAS
2021/12;Fogo em áreas de desmatamento consolidado;548;MARANHÃO
2021/12;Fogo em áreas de desmatamento consolidado;127;MATO GROSSO
2021/12;Fogo em áreas de desmatamento consolidado;461;PARÁ
2021/12;Fogo em áreas de desmatamento consolidado;14;RONDÔNIA
2021/12;Fogo em áreas de desmatamento consolidado;17;RORAIMA
2021/12;Fogo em áreas de desmatamento consolidado;9;TOCANTINS
2021/12;Fogo em áreas de desmatamento recente;16;AMAZONAS
2021/12;Fogo em áreas de desmatamento recente;40;MARANHÃO
2021/12;Fogo em áreas de desmatamento recente;36;MATO GROSSO
2021/12;Fogo em áreas de desmatamento recente;162;PARÁ
2021/12;Fogo em áreas de desmatamento recente;16;RONDÔNIA
2021/12;Fogo em áreas de desmatamento recente;9;RORAIMA
2021/12;Fogo em outras áreas;9;MARANHÃO
2021/12;Fogo em áreas de vegetação nativa;1;AMAPÁ
2021/12;Fogo em áreas de vegetação nativa;14;MARANHÃO
2021/12;Fogo em áreas de vegetação nativa;4;MATO GROSSO
2021/12;Fogo em áreas de vegetação nativa;25;PARÁ
2021/12;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2021/12;Fogo em áreas de vegetação nativa;58;RORAIMA
2020/01;Fogo em áreas de desmatamento consolidado;4;ACRE
2020/01;Fogo em áreas de desmatamento consolidado;2;AMAPÁ
2020/01;Fogo em áreas de desmatamento consolidado;112;AMAZONAS
2020/01;Fogo em áreas de desmatamento consolidado;12;MARANHÃO
2020/01;Fogo em áreas de desmatamento consolidado;336;MATO GROSSO
2020/01;Fogo em áreas de desmatamento consolidado;167;PARÁ
2020/01;Fogo em áreas de desmatamento consolidado;33;RONDÔNIA
2020/01;Fogo em áreas de desmatamento consolidado;59;RORAIMA
2020/01;Fogo em áreas de desmatamento consolidado;3;TOCANTINS
2020/01;Fogo em áreas de desmatamento recente;12;ACRE
2020/01;Fogo em áreas de desmatamento recente;51;AMAZONAS
2020/01;Fogo em áreas de desmatamento recente;96;MATO GROSSO
2020/01;Fogo em áreas de desmatamento recente;48;PARÁ
2020/01;Fogo em áreas de desmatamento recente;19;RONDÔNIA
2020/01;Fogo em áreas de desmatamento recente;65;RORAIMA
2020/01;Fogo em áreas de vegetação nativa;34;AMAZONAS
2020/01;Fogo em áreas de vegetação nativa;3;MARANHÃO
2020/01;Fogo em áreas de vegetação nativa;3;MATO GROSSO
2020/01;Fogo em áreas de vegetação nativa;8;PARÁ
2020/01;Fogo em áreas de vegetação nativa;173;RORAIMA
2020/02;Fogo em áreas de desmatamento consolidado;32;AMAZONAS
2020/02;Fogo em áreas de desmatamento consolidado;7;MARANHÃO
2020/02;Fogo em áreas de desmatamento consolidado;515;MATO GROSSO
2020/02;Fogo em áreas de desmatamento consolidado;46;PARÁ
2020/02;Fogo em áreas de desmatamento consolidado;22;RONDÔNIA
2020/02;Fogo em áreas de desmatamento consolidado;79;RORAIMA
2020/02;Fogo em áreas de desmatamento consolidado;2;TOCANTINS
2020/02;Fogo em áreas de desmatamento recente;23;AMAZONAS
2020/02;Fogo em áreas de desmatamento recente;46;MATO GROSSO
2020/02;Fogo em áreas de desmatamento recente;8;PARÁ
2020/02;Fogo em áreas de desmatamento recente;10;RONDÔNIA
2020/02;Fogo em áreas de desmatamento recente;79;RORAIMA
2020/02;Fogo em outras áreas;1;RORAIMA
2020/02;Fogo em áreas de vegetação nativa;1;AMAPÁ
2020/02;Fogo em áreas de vegetação nativa;18;AMAZONAS
2020/02;Fogo em áreas de vegetação nativa;1;MATO GROSSO
2020/02;Fogo em áreas de vegetação nativa;8;PARÁ
2020/02;Fogo em áreas de vegetação nativa;4;RONDÔNIA
2020/02;Fogo em áreas de vegetação nativa;323;RORAIMA
2020/03;Fogo em áreas de desmatamento consolidado;1;ACRE
